petID,name,gender,petType,petDOB,petColor,petFavorite,petProperty,petSpecies,petDescription
46383b54-36fe-7d33-39de-835209209de0,Cammy,1,hare,2015-08-06,Pink,,,Adrien367,
46575f14-525b-6649-49b6-aae5d250830a,Kellee,0,tortoise,2017-05-04,,Cute,"Beautiful, Cute",,Quia corrupti ipsa animi recusandae ad cumque. Reprehenderit animi consequatur amet aut non! Dignissimos accusantium molestiae.
465bef99-412e-1d91-e9c1-8e252c39bb73,Chris,1,newt,2015-07-22,,Big,Ferocious,"Niesha118, Mac1957",
4670b40b-7c68-40b2-f2b5-aae5d250830a,Singletary,1,rhea,2016-06-18,Blue,,"Big, Thin",Drummond45,Iste vero autem. Qui molestiae perferendis? Tempora cumque suscipit. Dicta qui aut. Excepturi porro dolore! Qui aliquam nemo. Modi voluptatibus qui! Vero.
4680824f-3bc9-769c-d099-4d3edfe18939,Remona,0,moth,2018-01-25,Red,"Small, Ferocious",Cute,Cecila1976,Impedit hic et a et porro cum. Odio et aliquid pariatur nisi repellendus ut...
46815ca4-24d6-4431-a32a-acc8fc2f00af,Florence,1,seal,2017-02-27,,,Cute,"Elfriede1971, Kimbrough94, Augustine4",Sed ut nihil alias sit. Sit quo nihil consequatur ut. Reprehenderit eaque similique eaque quis nisi necessitatibus.
46e95381-3851-1286-c299-4d3edfe18939,Lipscomb,0,haddock,2016-02-12,"White, Black",,Thin,,Harum consequatur harum dolorem temporibus sit et. Fugiat sunt quis quo autem odit esse.
46f4da7c-6ce6-4ad5-f7b5-aae5d250830a,Coates,0,leopard,2019-02-07,Green,Beautiful,Thin,Akers1991,Animi sunt ipsa. Aut exercitationem sint; ratione alias debitis. Enim fuga neque. Non quos nobis! Esse ea dolor. Unde et perspiciatis. Natus animi reiciendis.
4762b11e-2543-66d7-fe99-4d3edfe18939,Lyndon,0,gorilla,2020-04-03,,Fat,"Beautiful, Cute","Sade647, Laurence7, Bertram818",Qui voluptatem eos et perspiciatis voluptate. Autem iusto error; facere velit nemo et quo ut accusantium...
477e3454-60eb-4210-56de-835209209de0,Paul,1,leopard,2015-09-19,,"Ferocious, Thin",,,
47aaa148-48fb-72d1-9e2a-acc8fc2f00af,Acevedo,0,piranha,2021-01-11,,"Fat, Beautiful",,Stefanie2007,
47b1e390-38d7-7217-f60c-0dd710d1548d,Andrew,1,kiwi,2017-07-20,,,,Omer251,Natus voluptatibus natus ut et aperiam non. Ipsam sed illum dolore qui et. In voluptatibus repellat eos praesentium.
47ea7d5b-4995-7764-dc2a-acc8fc2f00af,Faulkner,0,porpoise,2016-08-12,,,"Cute, Cute","Micheal1988, Hardin2004",Incidunt nisi hic. Minima natus sit; eaque numquam ipsam? Aut sit tenetur. Ullam non explicabo. Dolores et pariatur! Voluptatem mollitia ut. Eveniet sit qui.
4809d6a3-566d-1506-41de-835209209de0,Dickinson,1,pike,2015-07-20,,Beautiful,,"Alfred2011, Ohara1979",Nulla perspiciatis deleniti; sequi ipsum sint. Aliquid odio natus. Tempore unde dolores. Placeat nihil in; adipisci quia dicta; voluptatem nulla omnis.
48331f77-3531-5f64-cc75-2a7ae1c799c8,Leisha,0,piranha,2020-10-29,Yellow,,"Beautiful, Big, Beautiful","Medley896, Maguire364",Quod dolores quia. At et voluptatibus. Voluptatem numquam nihil; perspiciatis eum tenetur. Vel et architecto. Consequatur eum et. Labore molestiae facere!
487befbc-7c2a-3ac3-872a-acc8fc2f00af,Walston,1,stingray,2019-11-25,,,Cute,Sherryl1977,Omnis voluptas dolor at expedita unde possimus. Omnis nesciunt reiciendis quae sit! Dolores vel ullam. Praesentium maxime totam. Fugit perspiciatis id.
48977a0b-1b99-348c-8d29-0204eeb736fa,Antione,1,crow,2016-02-25,,Fat,,Ann289,Ut esse modi. Necessitatibus dolor dolores! Eum ullam error. Temporibus ratione at? Ullam a ut. Odio autem quia? Et optio aut. Ducimus a fugiat. Beatae cum.
490a8d20-4107-5387-00b6-aae5d250830a,Back,0,moth,2020-11-04,,"Fat, Small",Thin,,Rem et explicabo. Qui magnam alias. Quia veritatis magni; vel consequatur id. Non repellendus delectus. Tempore voluptas velit! Ullam perspiciatis commodi?
4913c908-604d-1e34-f90c-0dd710d1548d,Egan,1,hare,2015-08-18,,,Thin,"Basham1952, Adam2002",Excepturi voluptate veniam. Eius magnam unde. Incidunt qui officiis. Soluta qui et. Atque laboriosam ut! Explicabo a perferendis. Iste nobis quasi. Ut.
491423ed-1686-67f5-b799-4d3edfe18939,Efrain,1,buffalo,2020-09-23,,Cute,Thin,Yuko121,Et aut dolore. Non impedit reiciendis! Voluptatem consequatur sint? Qui et ut. Et dicta mollitia. Voluptatem dolore quis. Et esse dicta. Aliquid ut ab!
492e5de6-2d6f-1574-4629-0204eeb736fa,Perales,0,raccoon,2018-10-11,,Beautiful,Beautiful,,Sunt non unde. Iste molestias culpa; officia sit fugit? Asperiores sunt ut. Aut quia sit. Eius non ut. Veniam deleniti laboriosam.
494e5667-6b35-2325-9429-0204eeb736fa,Meador,0,girl,2015-07-21,Red,,,,Nostrum quidem natus nisi voluptates consectetur voluptatem. Ut voluptas omnis aliquid unde quasi cumque.
49559030-12d5-408e-ab2a-acc8fc2f00af,Laticia,1,chicken,2017-12-31,Black,,"Beautiful, Fat","Terry1, Mora1975",Saepe rerum vel. Ullam omnis velit. Voluptates qui sunt. Quis voluptatem quis. Impedit vel quibusdam. Velit veritatis cum? Accusantium dignissimos nesciunt!
496c57df-57c8-23e3-15b6-aae5d250830a,Rosalina,0,opossum,2021-08-14,,,Beautiful,Blake1986,Facere suscipit quae. Sint enim in libero ex eum natus! Veniam quia maxime earum facilis ipsam ut.
497c34c4-2803-7cfe-2a01-2997b7e81c24,Mosley,1,clam,2021-09-25,Pink,Ferocious,Big,,Officia amet officiis. Omnis itaque ratione! Neque voluptatem non. Accusantium vero maiores. Id dolore ut. Similique veritatis et. Doloribus ratione sed.
499e4ecf-4353-6721-0e01-2997b7e81c24,Alayna,1,carp,2018-09-25,,"Small, Cute","Small, Big, Small",,Aut quae qui eius eum ut sunt.
49d6c719-7ac4-24d9-ed99-4d3edfe18939,Nestor,1,catfish,2016-10-30,,"Fat, Fat","Cute, Ferocious","Reynaldo2013, Candace8",Atque totam natus. Sed voluptatem aliquam. Molestiae sint est. Dolorem et qui? Natus voluptas repellendus. Voluptatem reprehenderit expedita. Unde assumenda...
49e5819e-6e25-78cd-7929-0204eeb736fa,Garrett,0,kiwi,2019-04-07,,"Fat, Cute",Thin,"Sadye1985, Powell2028, Flanagan1971",Voluptatum nisi et laudantium placeat. Eaque consequatur tenetur. Dolore suscipit nulla vel distinctio. Qui quos error molestiae molestias vel!
49fa63c9-3e43-7f27-1301-2997b7e81c24,Bueno,1,gnat,2021-08-17,,"Ferocious, Small, Ferocious",Fat,Yuko121,
49fda749-12e2-78fb-2eb6-aae5d250830a,Barrett,1,duck,2016-11-22,Green,"Beautiful, Ferocious",Big,Agnew1983,Quisquam perferendis ad eius. Sequi libero in distinctio error quidem consequatur. Illum eos autem. Et corporis molestias. Fugit delectus veritatis;
4a087690-1a4d-33d5-50de-835209209de0,Bourne,0,newt,2015-09-13,,"Beautiful, Small",Beautiful,,Nemo provident amet. Facere assumenda in. Dicta neque ut. Eum sunt velit. Harum et consequatur. Corporis veritatis perspiciatis. Maxime ut quia. Sit sunt.
4a190a6b-1a15-5f5d-1801-2997b7e81c24,Tonja,1,girl,2018-01-21,,,Big,"Spring1992, Devin219",
4a37fcd2-12c9-301b-a399-4d3edfe18939,Adams,1,hare,2016-11-14,,Ferocious,Ferocious,Aguirre1986,Deserunt error autem. Dicta voluptatem mollitia! Aspernatur autem aut? Dignissimos iste tempora. Expedita aperiam sit. Magni suscipit itaque? Tempora iste.
4a92a27a-62ac-1824-ff75-2a7ae1c799c8,Diego,1,housefly,2015-09-19,"Red, Yellow",Big,Fat,"Abrams455, Bernardo723",Natus consequatur qui natus id consequuntur voluptatibus. Cumque cupiditate quod ipsam. Eum ut et labore ut nulla quisquam...
4aba35f3-3c7d-557e-e175-2a7ae1c799c8,Delvalle,0,lion,2016-06-18,,,Beautiful,,
4aecc8b0-7071-3081-c60c-0dd710d1548d,Numbers,0,buffalo,2019-06-25,,Cute,"Beautiful, Cute",,Qui dolorem perspiciatis sed eos. Quidem dignissimos facilis illo deleniti sed enim. Dolorem quaerat placeat. Sit et nam; sed adipisci eum. Eligendi id.
4b2dbd2d-3657-39d8-e4c1-8e252c39bb73,Sandra,1,rhea,2020-06-14,,Cute,Beautiful,"Loyd2006, Bohannon486, Rafael111",Amet qui ad. Quia fugit aut; quaerat eligendi quo. Deserunt odio error. Quod explicabo cum. Accusamus tenetur natus! Iusto iste eos.
4ba90f65-2935-4bd0-58de-835209209de0,Bivins,0,catfish,2021-10-17,,"Ferocious, Big",Thin,,Alias provident modi; voluptates fugit id. Exercitationem odit aut. Eos consequuntur neque. Consequatur rerum aut. Et neque sunt. Perferendis quidem dicta?
4bc80c9a-4d9b-7fc6-d22a-acc8fc2f00af,Tula,1,piranha,2019-08-03,Yellow,,Big,Whyte9,Et iste at sed impedit. Assumenda numquam unde. Ea ipsum nemo consectetur. Voluptas id perspiciatis perferendis soluta laboriosam porro!
4bcc5a58-74ed-34ff-f30c-0dd710d1548d,Korey,1,stingray,2020-08-25,,"Cute, Cute, Big, Beautiful",,"Florencio2014, Lindstrom2017",Necessitatibus iusto libero. Voluptatem pariatur explicabo. Fugiat voluptatem accusantium. Nostrum facilis quidem. Labore voluptas recusandae? Temporibus.
4bd4218c-7e6f-267d-f4c1-8e252c39bb73,Clementina,1,bass,2021-03-12,,,"Small, Beautiful",Meg156,A perspiciatis unde consequatur natus sint nostrum. Distinctio natus delectus; eius quo porro odio a ipsa doloremque. Minus aut et unde eum.
4bdfa5fa-7a93-40fa-e675-2a7ae1c799c8,Doretta,1,hawk,2018-09-27,,Fat,Big,Nestor7,
4bfcf0de-3a0d-77df-03c2-8e252c39bb73,Sherrell,1,platypus,2015-08-29,Green,,"Fat, Fat",Abram1967,Reiciendis voluptatem ab natus. Est voluptatem sed iste ea iste natus. Libero aspernatur ut facere voluptates numquam quia!
4c06e440-6942-4221-b3e4-cbefc3792353,Ryan,0,tuatara,2018-02-28,Black,"Cute, Beautiful, Cute","Fat, Small","Sherryl1977, Lemieux2002",Eos doloremque cumque; illo unde iste aut voluptatibus nam repudiandae? Et quia quos vel omnis reiciendis ut.
4c179904-3d0c-5cf9-ce99-4d3edfe18939,Rafael,1,tuatara,2019-04-24,,,,,Quam fugiat ut. Totam dolorem dolores. Culpa optio rerum! Quisquam natus sit. Consequatur voluptatem distinctio? Similique ab qui. Ad eum ab. Et a eligendi;
4c2ba705-460c-67ec-ce2a-acc8fc2f00af,Kareem,1,lion,2019-01-20,,,,,Omnis similique odio. Impedit dolore ut; ipsum et qui; voluptas vel quas. Tempore officia architecto. Corrupti vero sunt. Ut provident omnis.
4c3efd72-1d63-70bc-a62a-acc8fc2f00af,Adelaida,1,tuatara,2015-11-06,,"Big, Fat","Beautiful, Beautiful",,Suscipit eligendi eius. Error omnis ea! Expedita molestiae repudiandae eius. Provident aut incidunt vitae iste architecto ratione.
4c79fa4a-1517-3e66-5629-0204eeb736fa,Addie,1,slowworm,2017-12-11,Yellow,,,,
4c97433c-7ae5-4a7a-a92a-acc8fc2f00af,Antonia,1,vampire,2018-03-25,,,"Beautiful, Big","Fraser5, Ellena2002",Voluptas et omnis. Error sit odit. Pariatur sed iusto est sit nostrum repudiandae. Corrupti reprehenderit aut repellat.
4c9915e4-1bca-3cac-140d-0dd710d1548d,Baumann,1,aardvark,2021-09-10,,,Big,,Ipsa rem dolores nam sed veniam dolorem.
4cc0b2ae-2b39-7ae6-b875-2a7ae1c799c8,Candie,1,hare,2017-10-07,Black,Small,,,Quia non et. Ad velit dolor. Cupiditate porro vero! Minus rerum voluptatem. Dolor vel ea? Error illo iure; quos modi facere. Placeat omnis aut!
4d10994b-21c4-3624-e875-2a7ae1c799c8,Basil,1,penguin,2016-12-15,,"Cute, Small",Beautiful,,Reprehenderit minus atque. Rerum omnis rerum. Velit suscipit vitae! Doloremque eveniet molestiae. Officia corporis laborum. Ut dolorem in. Inventore ut totam.
4d2f0014-1117-6581-b199-4d3edfe18939,Crespo,0,fruitbat,2016-12-14,,"Small, Beautiful, Cute, Fat",Beautiful,,Alias voluptas molestiae ut aliquid est sit.
4d68293a-6bbe-2ded-bb2a-acc8fc2f00af,Napoleon,0,ostrich,2020-08-31,Blue,,Big,Benedict875,Eius inventore eaque; repellat veniam illo. Numquam necessitatibus fugit! Amet eos dolorem. Magnam eos ea. Quaerat dignissimos voluptatem. Est et totam.
4d739d6a-54c3-441f-000d-0dd710d1548d,Stoddard,0,duck,2020-11-19,Yellow,"Fat, Fat","Thin, Thin","Taina69, Sherryl1977, Adella2018",Unde omnis quibusdam. Consequatur voluptatem id. Dolorem reiciendis illo! Consequuntur vel quo; porro vitae odio. Quisquam facilis corrupti? Fugiat et aut.
4d769b8b-5093-1316-4fb6-aae5d250830a,Crysta,0,hamster,2021-10-04,White,"Beautiful, Thin, Small",,"Mcintyre2021, Ariana39",Ab ut illo ex autem doloremque adipisci; enim et nihil. Error ut debitis est officia quia. Aut non accusantium fuga.
4d79b6cb-6e6c-245b-4229-0204eeb736fa,Hanna,1,vole,2019-12-06,,,Small,,Et non deleniti. Ipsam libero repellat. Modi perspiciatis saepe. Non vitae unde. Laudantium a consectetur? Reiciendis quod omnis; tenetur incidunt impedit.
4dae3c39-36fc-3e3c-15e5-cbefc3792353,Whittle,0,termite,2020-03-02,,,"Ferocious, Fat, Thin",Gilberte2007,Sed exercitationem labore est voluptates; autem et fugiat. Soluta omnis ea unde officia excepturi ut!
4dbebb73-3bff-5ebf-f6b5-aae5d250830a,Dubois,1,clam,2021-01-25,,Thin,,,Iusto laborum laboriosam. Omnis eum dolor ipsam. Sed quos soluta. Laboriosam nobis sit beatae. Sit maiores suscipit esse. Explicabo molestias quae.
4ddef077-112a-710f-b0c1-8e252c39bb73,Abbie,1,wallaby,2019-10-20,,Small,Thin,Isidro986,Sit eos nihil. Aut voluptatum voluptatem ratione natus hic quis; ab est quidem saepe voluptas vel nesciunt. Excepturi est commodi.
4de1401c-596e-79eb-c575-2a7ae1c799c8,Mckinley,1,vampire,2016-10-23,,,"Ferocious, Beautiful",Adella2018,Quo sit autem sit aut voluptatem; labore laboriosam rerum error similique est dolorem. Consectetur beatae enim facere atque aut; dolores aut saepe.
4de4d5d2-2caa-50f5-7229-0204eeb736fa,Lyle,0,platypus,2020-11-08,Pink,Beautiful,,,Laudantium dicta sunt laborum beatae et saepe. Fugit est possimus modi eaque quia ut.
4de9d2e3-2cdc-20f9-dd99-4d3edfe18939,Grace,1,wasp,2015-10-18,,"Thin, Fat",,"Greenberg189, Adam5",Earum harum ut. Fuga expedita tenetur? Quis natus voluptas. Atque omnis cumque. Porro quia natus. Dignissimos in dicta. Sit quasi consequatur. Laborum?
4deb7bab-1210-21a4-bae4-cbefc3792353,Kenyatta,1,catfish,2020-03-03,Pink,Cute,"Small, Ferocious, Small",Mariam23,Consectetur labore laboriosam et molestiae totam ut; quis laboriosam dicta maxime doloremque ex enim.
4dfa90d6-7537-6035-ca2a-acc8fc2f00af,Osullivan,0,giraffe,2016-12-10,Red,,Ferocious,,Voluptatem dolores vel. Sed non quas? Minima fugit aut; iste ullam quibusdam. Eos cum accusantium. Ut adipisci distinctio. Velit dicta molestiae. Rem sit.
4dfd6e08-4606-315c-6501-2997b7e81c24,Robles,0,pussycat,2018-03-14,Green,Beautiful,,,Et cumque perspiciatis et perspiciatis consequatur dolorum. Ut a ipsa voluptatem nobis eaque quibusdam.
4e3e35b4-12c8-4aa3-dc99-4d3edfe18939,Jacques,1,giraffe,2017-11-19,White,Thin,Fat,,Accusamus perspiciatis explicabo doloribus. Hic qui dolor? Corporis eligendi assumenda voluptatem consequatur! Inventore voluptatem distinctio? Voluptas.
4e3fca31-7019-4c42-cb75-2a7ae1c799c8,Emile,1,aardvark,2016-03-17,,Thin,Big,,Ut praesentium voluptatum. Quod autem eligendi! Ullam qui voluptas. Similique odit perspiciatis. Et dicta ut. Molestias accusamus officia. Itaque dignissimos?
4e42410f-79ba-276f-0ce5-cbefc3792353,Bertram,0,rhea,2017-02-02,,,"Ferocious, Ferocious","Pate2017, Middleton539",Quisquam ratione molestiae. Voluptatem nam quis doloribus non quia sit. Repellat harum sit. Ad vero pariatur labore.
4e54c790-5744-2b31-c3c1-8e252c39bb73,Andy,0,housefly,2017-06-29,Black,,,Andrade1959,Omnis numquam quo. Dolores ut recusandae. Veniam id esse. Et voluptatem enim. Ut sint accusantium. Unde blanditiis quo. Quaerat explicabo at.
4e5dc916-3781-6bed-cd75-2a7ae1c799c8,Kennith,1,buffalo,2019-12-26,"Blue, Red",Cute,"Cute, Beautiful",,Natus debitis odio iusto. Cumque cum sint; doloribus sint natus harum aut consequatur nostrum. Quidem neque et. Expedita provident aliquam necessitatibus at.
4e615560-72ad-45f0-d7e4-cbefc3792353,Jessie,1,seal,2020-06-13,"Blue, Blue, White",Ferocious,,Prichard2013,Qui magni voluptatem. Quasi commodi repudiandae. Est distinctio omnis! Vel magni quidem. Voluptate eos amet? Sit ut aut! Sint similique iure; praesentium sit.
4e6a279b-74a6-23e9-cfe4-cbefc3792353,Epifania,0,mole,2018-04-11,Yellow,"Small, Fat","Big, Thin, Ferocious, Ferocious",,Sunt saepe maxime; ipsam dolorem fuga. Hic non et? Iste maiores ut! Repellat nihil deserunt. Et sit enim. Sit necessitatibus ducimus. Non sed est.
4e82c626-337b-73f4-3d01-2997b7e81c24,Rocky,1,wolf,2021-04-25,,,"Cute, Fat, Ferocious","Townsend2026, Andrews1954",Explicabo eius vel sed quidem doloremque consequatur.
4e96c84a-2f05-44c3-f5b5-aae5d250830a,Meyer,1,goat,2015-10-04,,"Beautiful, Beautiful","Thin, Ferocious",Adalberto2000,Cumque et exercitationem; architecto asperiores ipsam. Saepe minima aliquam; rerum velit libero. Consequatur quia alias. Iste adipisci id; earum velit.
4ebbcbc6-6c6e-6238-bfe4-cbefc3792353,Alease,0,penguin,2019-02-06,,Cute,"Cute, Thin",,Tempore unde voluptatem. Fugiat rem vero; optio recusandae tempora. Eveniet cumque velit! Iste molestias molestiae. Dolor delectus quaerat! Quidem quod et.
4ebf6ed6-7fae-7c5d-f375-2a7ae1c799c8,Kraig,1,kiwi,2018-12-07,,"Thin, Thin, Big",Beautiful,"Sade647, James1996",Eligendi qui sint. Autem necessitatibus odio! Sed autem assumenda. Qui est numquam. Nam quia tempora? Ea unde repellendus. Ut beatae incidunt! Quia;
4ec0d156-40b7-139d-fbe4-cbefc3792353,Royal,1,tuatara,2019-12-10,,,,,Qui aliquid veritatis doloribus est totam. Quas sit numquam. In qui asperiores? Qui odio ut. Ipsam ab consequuntur. Beatae tenetur placeat...
4ee0b2e1-6e22-2c1e-a199-4d3edfe18939,Trent,1,pussycat,2016-11-04,"Green, Green",,,Belcher2019,Officiis eveniet distinctio numquam ipsum tempora sit. Et numquam voluptatum sit repudiandae repellendus soluta.
4eeab925-2316-7b18-d6e4-cbefc3792353,Cade,1,haddock,2020-04-09,,Big,Small,,Eveniet illum voluptas corrupti aperiam; aliquam suscipit commodi rem. Consequuntur ut qui possimus nihil ut rerum.
4ef42792-4d27-23d2-9b99-4d3edfe18939,Minh,1,pike,2015-10-02,Blue,Thin,Big,"Adolph3, Jamison2",Explicabo fugiat ut. Et reiciendis alias. Id excepturi vel! Vero error sunt. Sit facilis beatae. Sed nostrum ut. Ea optio accusantium. Atque qui impedit. A.
4f0949a9-4e0f-2b61-5b29-0204eeb736fa,Milliken,1,bear,2015-08-05,,,,,Voluptatem maiores et ut veniam iusto quae. Non id explicabo ut sed vel illum.
4f2779e1-5850-1e98-fb0c-0dd710d1548d,Marcellus,1,slug,2015-09-14,,Small,,Blalock552,Omnis quia sit. Laudantium eos natus. Repudiandae sit inventore. Aut molestiae sit. Saepe et iusto. Officiis atque aliquam. Vero veritatis sed.
4f3dc6a9-1d4e-4d1e-0db6-aae5d250830a,Blair,1,giraffe,2016-03-21,,Thin,,Abney1969,Sed et iste amet sint harum maiores.
4f3f47ec-7e27-34ec-ea0c-0dd710d1548d,Burton,1,skua,2017-06-20,Black,"Beautiful, Ferocious","Cute, Ferocious",,Quo voluptas iure perspiciatis odio nulla qui. Dolores cum ut incidunt adipisci. Ducimus assumenda excepturi accusantium at inventore ut.
4f569fe4-2ebd-1e62-cd99-4d3edfe18939,Shay,1,flea,2016-08-28,,"Ferocious, Big, Ferocious",Small,,Iste dignissimos sit. Nam sit sint! Velit qui et. Laudantium commodi aliquid? Ut odio et! Reprehenderit enim aliquid. Qui sed unde. Id iusto molestiae.
4f73f7ad-5aca-13d7-9e29-0204eeb736fa,Floria,1,buffalo,2018-04-27,,"Ferocious, Cute","Small, Small, Fat",Crowell2024,Qui voluptatem sit veniam optio. Voluptatem consequuntur omnis quia eum ut aut; libero non sint. Culpa rerum ipsa? Sint non eligendi!
4f816381-30f5-412b-48de-835209209de0,Stokes,1,deer,2015-12-21,,Ferocious,,,Enim aut aperiam. Aut accusantium mollitia. Nulla sunt corrupti! Enim nihil et. Enim rem explicabo. Ut temporibus distinctio. Sed qui et.
4f8966b3-62fb-1a8f-68de-835209209de0,Arnulfo,1,bass,2020-10-07,Pink,Thin,"Thin, Small","Akers1991, Alysha1979",Dolor beatae delectus debitis. Beatae adipisci eum maiores! Ut velit nisi; et vitae sint ut? Omnis minus necessitatibus corrupti qui.
4f9cb3d3-453f-2911-cd0c-0dd710d1548d,Eda,1,opossum,2017-08-05,"Red, Red",Ferocious,,Homer1962,Provident unde porro. Et culpa in! Omnis maiores repudiandae; sit et corporis. Eveniet unde possimus. Accusamus nihil sed; possimus sint explicabo. Debitis;
4fc85d27-1f95-1c72-060d-0dd710d1548d,Randolph,1,sealion,2021-08-29,Green,Cute,Beautiful,"Alvin1960, Plummer429, Manuel1997",Non quae numquam; libero natus consectetur. Modi doloremque mollitia. Et iure est. Veritatis laudantium amet. Deserunt commodi qui? Aut et maxime. Deleniti.
4fda9e46-55ab-15a9-c4e4-cbefc3792353,Shyla,1,flea,2016-03-05,,,Beautiful,,Suscipit enim fugiat. Voluptatibus est incidunt. Et voluptas ut! Numquam incidunt neque. Blanditiis dolores hic. Ut perspiciatis voluptatem! Omnis natus...
4feec2c6-36b8-2c68-5cde-835209209de0,Marcelo,1,tortoise,2015-12-01,,"Ferocious, Cute, Beautiful",,,Velit quia possimus quo natus quisquam in. Error similique sed. Inventore non nam. Ut ipsum libero! Sed culpa harum. Eum odit ut!
4ffd121d-78c7-5e71-61de-835209209de0,Reinaldo,1,lynx,2021-07-10,,"Thin, Ferocious",Cute,Nestor1966,
500d846e-5a53-118a-dbc1-8e252c39bb73,Gilbert,1,puma,2021-03-15,"Black, Black",,Thin,"Ermelinda141, Candace8, Tommy585",Voluptatem velit inventore eos natus voluptatem. Dolores sed voluptatibus. Voluptates aut asperiores minus nemo dolor neque! Quaerat culpa aperiam. Et sunt!
5010414d-20fe-565c-20b6-aae5d250830a,Haskins,0,crow,2017-02-17,Red,Beautiful,Big,,Voluptas et ex; deserunt hic quis. In dignissimos nobis! Culpa dolore hic? Enim aut natus; facilis architecto dolor. Nisi sit commodi.
501f70ee-3e02-6c0d-e299-4d3edfe18939,Leeanna,1,wren,2017-03-27,Red,,Fat,Nestor1,
5045205b-7274-6bef-f299-4d3edfe18939,Malisa,1,crab,2021-05-05,Green,Fat,Ferocious,Sandra2022,Sit natus sit eius delectus et dolorum.
504edd8c-756b-26b7-c7c1-8e252c39bb73,Yasmine,0,sole,2017-05-24,,,,"Carmelo1978, Gorman2009",Nostrum repellat magnam sed enim. Quis qui sed voluptas porro consequatur natus! Asperiores est excepturi. Est aperiam eum. Qui repellat qui.
504ee81c-171e-724f-dd0c-0dd710d1548d,Marshall,1,crab,2017-07-16,,"Big, Big","Big, Beautiful",Audie25,
50560a90-38fa-3c37-e40c-0dd710d1548d,Derrick,0,gull,2015-07-29,Pink,"Fat, Small, Big",,,Hic qui ipsa sunt minima dolor error. Labore minus nulla beatae fugit ad unde...
507a381d-267b-4e14-d60c-0dd710d1548d,Malcolm,1,aardvark,2015-07-23,,,Ferocious,"Fraser5, Ron8, Holiday283",Dolor omnis velit perferendis dolores corrupti ut. Itaque nihil voluptatem est provident expedita dolor.
50990630-1ed7-323b-3ab6-aae5d250830a,Browning,1,housefly,2017-02-02,"Blue, Blue",Fat,"Beautiful, Ferocious",Augustine4,Explicabo ut sunt. Sunt assumenda eveniet. Voluptatem veritatis quaerat. Unde eveniet assumenda. Officia voluptatem incidunt! Necessitatibus quam ut. Ut!
50a57f9b-5cd0-4e34-4129-0204eeb736fa,Alina,0,housefly,2021-03-05,White,"Thin, Ferocious",Fat,,Explicabo quo unde et. Blanditiis autem ratione et nemo consequatur commodi! Enim beatae quo sed ad dolorem consequatur.
50fa553a-4f1b-7d56-0ae5-cbefc3792353,Bruno,0,oryx,2017-12-15,Red,"Small, Ferocious",,"Addie2007, Alvarado1977",
511513ea-2a42-538b-6601-2997b7e81c24,Alden,1,wolf,2018-06-19,Pink,,Cute,,Iste quia dolores quia illum. Quod officiis velit et illo. Nesciunt sed quia ipsam autem nihil sunt.
514d26b3-3bcf-43d2-6ade-835209209de0,Draper,1,skimmer,2016-03-05,,"Beautiful, Thin, Ferocious","Big, Cute",,
516cd2de-40ff-383c-c675-2a7ae1c799c8,Brendan,1,penguin,2015-07-31,,,Beautiful,"Willy2025, Shipp5",Dolorem ipsa id. Commodi numquam quia. Iusto facere ut; quibusdam voluptas earum. Culpa at non. Sunt eum ut. Cupiditate sit est.
51bf90cb-53bf-21af-4a29-0204eeb736fa,Rubin,1,wolf,2018-10-22,Blue,"Cute, Big, Thin, Cute",Fat,"Mcwhorter2019, Awilda38",Ut rerum est iusto fuga vitae beatae. Ducimus blanditiis doloremque reprehenderit voluptates rerum et.
51dc4120-17f5-2cfb-f0b5-aae5d250830a,Aubrey,0,pussycat,2020-02-07,,Small,Thin,Kizzy5,Est explicabo reiciendis quo quibusdam aut iste. Nisi eos placeat maxime. Quia ab et ratione. Nulla quasi consectetur qui pariatur beatae...
51e36148-47d9-51fb-6c29-0204eeb736fa,Cagle,0,bass,2019-12-24,,Big,"Fat, Beautiful",Judi1961,Omnis dolores necessitatibus. Cumque itaque ea. Beatae optio error. Est quo aut. Ut et omnis. Aliquid ut dolore. Hic molestiae facilis.
5201f19a-617c-6974-a899-4d3edfe18939,Montague,1,bear,2015-07-22,White,,Fat,,Voluptate nisi minus et corporis vitae voluptatem. Dolores facilis vel id ea delectus aliquid.
52048bac-7da3-2c66-b775-2a7ae1c799c8,Ronald,0,dolphin,2021-07-13,,Small,,,
5213ce0a-7f59-7968-4ede-835209209de0,Galloway,0,boar,2015-08-20,,,"Cute, Ferocious","Josue569, Ashlyn2014",Consequatur numquam ipsam aliquid nemo sunt beatae.
52382ddb-4fbc-3557-41b6-aae5d250830a,Nathanael,1,swan,2017-10-14,"Green, Yellow","Cute, Small",Ferocious,Burge1968,Minima ratione accusamus consequuntur dicta voluptas omnis. Sunt sint sed iste autem nihil omnis.
523f2838-7896-2c11-22b6-aae5d250830a,Moon,0,crow,2021-04-21,"Green, Black",,Cute,Agatha772,Qui repudiandae excepturi; expedita quae eum; perspiciatis laboriosam quia. Ducimus nemo omnis. Unde laudantium eos! Consectetur voluptatum vero. Ipsum aut.
